Store ID,SKU ID,Total Visits,Transactions,Revenue
Store_35,SKU_20,315,24,2862.74
Store_36,SKU_1,302,288,53373.27
Store_36,SKU_2,831,109,19693.0
Store_36,SKU_3,287,24,3278.36
Store_36,SKU_4,531,391,39438.01
Store_36,SKU_5,586,78,15053.37
Store_36,SKU_6,61,31,1028.79
Store_36,SKU_7,141,140,26309.55
Store_36,SKU_8,581,446,58763.62
Store_36,SKU_9,910,42,5364.31
Store_36,SKU_10,109,22,855.46
Store_36,SKU_11,566,466,21640.42
Store_36,SKU_12,394,129,13167.58
Store_36,SKU_13,739,252,32181.55
Store_36,SKU_14,512,456,41844.41
Store_36,SKU_15,954,98,2369.61
Store_36,SKU_16,205,189,11420.06
Store_36,SKU_17,312,79,11171.19
Store_36,SKU_18,658,259,33749.26
Store_36,SKU_19,601,100,12689.17
Store_36,SKU_20,869,220,28278.85
Store_37,SKU_1,173,165,15007.71
Store_37,SKU_2,112,100,17845.48
Store_37,SKU_3,623,482,38499.4
Store_37,SKU_4,141,13,566.91
Store_37,SKU_5,647,644,7789.79
Store_37,SKU_6,435,61,6188.78
Store_37,SKU_7,295,229,13594.47
Store_37,SKU_8,699,470,16943.9
Store_37,SKU_9,472,388,19744.68
Store_37,SKU_10,262,241,31225.59
Store_37,SKU_11,742,337,7507.41
Store_37,SKU_12,721,163,13132.52
Store_37,SKU_13,546,394,37954.69
Store_37,SKU_14,357,255,7302.1
Store_37,SKU_15,843,509,19601.21
Store_37,SKU_16,613,593,59562.96
Store_37,SKU_17,794,732,62183.76
Store_37,SKU_18,471,41,6525.28
Store_37,SKU_19,446,112,21449.52
Store_37,SKU_20,66,8,1513.1
Store_38,SKU_1,179,59,1446.63
Store_38,SKU_2,146,9,1680.85
Store_38,SKU_3,281,276,46029.93
Store_38,SKU_4,808,801,66808.44
Store_38,SKU_5,775,199,10571.54
Store_38,SKU_6,962,955,91314.94
Store_38,SKU_7,222,210,6317.17
Store_38,SKU_8,989,448,42211.41
Store_38,SKU_9,57,12,206.69
Store_38,SKU_10,136,42,5679.1
Store_38,SKU_11,484,407,12218.07
Store_38,SKU_12,66,4,426.52
Store_38,SKU_13,281,227,17352.7
Store_38,SKU_14,448,210,28488.69
Store_38,SKU_15,589,562,24211.39
Store_38,SKU_16,310,260,35218.95
Store_38,SKU_17,401,7,422.51
Store_38,SKU_18,599,367,71158.88
Store_38,SKU_19,272,135,21080.57
Store_38,SKU_20,970,328,27082.48
Store_39,SKU_1,995,962,31807.01
Store_39,SKU_2,431,323,50769.28
Store_39,SKU_3,218,216,23923.6
Store_39,SKU_4,239,113,8047.97
Store_39,SKU_5,725,651,65180.63
Store_39,SKU_6,819,373,38173.92
Store_39,SKU_7,209,94,10240.92
Store_39,SKU_8,337,225,7726.09
Store_39,SKU_9,832,272,50683.36
Store_39,SKU_10,232,200,16142.35
Store_39,SKU_11,876,845,78996.47
Store_39,SKU_12,675,413,76975.08
Store_39,SKU_13,221,31,3231.72
Store_39,SKU_14,162,119,23628.51
Store_39,SKU_15,171,31,2176.67
Store_39,SKU_16,88,11,2030.56
Store_39,SKU_17,579,148,22711.78
Store_39,SKU_18,710,637,108277.08
Store_39,SKU_19,409,237,37333.43
Store_39,SKU_20,285,223,9747.66
Store_40,SKU_1,647,234,14314.47
Store_40,SKU_2,909,796,118054.73
Store_40,SKU_3,819,540,75711.58
Store_40,SKU_4,485,282,54531.65
Store_40,SKU_5,512,498,19236.97
Store_40,SKU_6,93,76,6729.73
Store_40,SKU_7,470,188,28435.1
Store_40,SKU_8,564,18,698.37
Store_40,SKU_9,79,38,4547.19
Store_40,SKU_10,330,127,11737.61
Store_40,SKU_11,185,105,12182.94
Store_40,SKU_12,633,128,19318.44
Store_40,SKU_13,564,448,28135.03
Store_40,SKU_14,532,223,39507.82
Store_40,SKU_15,915,490,33847.48
Store_40,SKU_16,454,383,63146.16
Store_40,SKU_17,780,65,5039.0
Store_40,SKU_18,62,8,922.42
Store_40,SKU_19,647,233,36019.06
Store_40,SKU_20,615,11,1668.58
Store_41,SKU_1,63,56,10753.9
Store_41,SKU_2,426,19,1370.22
Store_41,SKU_3,804,734,49959.56
Store_41,SKU_4,873,210,41853.74
Store_41,SKU_5,181,110,10475.96
Store_41,SKU_6,69,9,1605.39
Store_41,SKU_7,276,153,12911.65
Store_41,SKU_8,518,404,6271.52
Store_41,SKU_9,991,771,34271.46
Store_41,SKU_10,990,19,1642.4
Store_41,SKU_11,632,515,55064.24
Store_41,SKU_12,564,335,17699.18
Store_41,SKU_13,549,535,74112.97
Store_41,SKU_14,643,158,2268.44
Store_41,SKU_15,964,816,106841.51
Store_41,SKU_16,260,151,11099.3
Store_41,SKU_17,591,313,45215.79
Store_41,SKU_18,976,867,93879.73
Store_41,SKU_19,481,172,6538.75
Store_41,SKU_20,232,112,10355.93
Store_42,SKU_1,195,62,3218.81
Store_42,SKU_2,812,475,71143.6
Store_42,SKU_3,874,117,15454.22
Store_42,SKU_4,450,197,25782.12
Store_42,SKU_5,801,46,1494.26
Store_42,SKU_6,759,558,94615.84
Store_42,SKU_7,124,102,12102.88
Store_42,SKU_8,449,324,14596.36
Store_42,SKU_9,622,137,10077.33
Store_42,SKU_10,668,624,75693.65
Store_42,SKU_11,679,562,106065.73
Store_42,SKU_12,475,34,3115.58
Store_42,SKU_13,630,348,34009.77
Store_42,SKU_14,98,20,1941.11
Store_42,SKU_15,310,69,8964.65
Store_42,SKU_16,687,294,30672.32
Store_42,SKU_17,690,312,3536.69
Store_42,SKU_18,858,181,9555.44
Store_42,SKU_19,413,187,16040.64
Store_42,SKU_20,645,547,6862.93
Store_43,SKU_1,457,363,6705.71
Store_43,SKU_2,391,219,13662.7
Store_43,SKU_3,269,119,23231.01
Store_43,SKU_4,449,181,16559.42
Store_43,SKU_5,778,204,12433.07
Store_43,SKU_6,890,812,139734.67
Store_43,SKU_7,668,595,76007.02
Store_43,SKU_8,924,440,33318.95
Store_43,SKU_9,739,518,13685.91
Store_43,SKU_10,448,159,21643.09
Store_43,SKU_11,197,142,25220.02
Store_43,SKU_12,966,425,71100.37
Store_43,SKU_13,937,895,115133.55
Store_43,SKU_14,214,57,11178.54
Store_43,SKU_15,630,130,19211.35
Store_43,SKU_16,982,304,29836.74
Store_43,SKU_17,906,852,107028.39
Store_43,SKU_18,494,424,6015.15
Store_43,SKU_19,678,489,13144.15
Store_43,SKU_20,647,288,31519.95
Store_44,SKU_1,622,572,99199.98
Store_44,SKU_2,92,40,6416.92
Store_44,SKU_3,226,16,2023.22
Store_44,SKU_4,543,197,33670.17
Store_44,SKU_5,891,852,31338.54
Store_44,SKU_6,71,56,7678.4
Store_44,SKU_7,147,143,12617.67
Store_44,SKU_8,686,678,77042.53
Store_44,SKU_9,393,293,47822.49
Store_44,SKU_10,699,610,12121.77
Store_44,SKU_11,880,560,27025.11
Store_44,SKU_12,440,276,11397.2
Store_44,SKU_13,432,67,10303.45
Store_44,SKU_14,263,142,6947.7
Store_44,SKU_15,262,78,13815.4
Store_44,SKU_16,653,380,36379.48
Store_44,SKU_17,107,27,4230.42
Store_44,SKU_18,496,65,1455.28
Store_44,SKU_19,303,43,4831.19
Store_44,SKU_20,276,261,21054.14
Store_45,SKU_1,840,600,51301.48
Store_45,SKU_2,476,402,37709.09
Store_45,SKU_3,828,503,22875.15
Store_45,SKU_4,57,23,1788.65
Store_45,SKU_5,346,163,10191.4
Store_45,SKU_6,121,54,7133.84
Store_45,SKU_7,960,943,170137.95
Store_45,SKU_8,259,41,3896.83
Store_45,SKU_9,503,267,11092.92
Store_45,SKU_10,897,386,30489.81
Store_45,SKU_11,332,113,4755.3
Store_45,SKU_12,535,219,10595.87
Store_45,SKU_13,569,259,41888.77
Store_45,SKU_14,415,245,42337.48
Store_45,SKU_15,698,523,78737.0
Store_45,SKU_16,936,15,2966.99
Store_45,SKU_17,158,118,3924.97
Store_45,SKU_18,719,268,19127.73
Store_45,SKU_19,973,101,19812.03
Store_45,SKU_20,620,246,8528.09
Store_46,SKU_1,886,536,14834.22
Store_46,SKU_2,245,24,3992.69
Store_46,SKU_3,715,381,31247.77
Store_46,SKU_4,276,188,13911.94
Store_46,SKU_5,314,133,19277.84
Store_46,SKU_6,989,376,37420.23
Store_46,SKU_7,992,363,35305.52
Store_46,SKU_8,774,727,75535.57
Store_46,SKU_9,180,75,5526.71
Store_46,SKU_10,326,155,25875.06
Store_46,SKU_11,239,160,8892.17
Store_46,SKU_12,741,545,41479.33
Store_46,SKU_13,992,337,51317.35
Store_46,SKU_14,328,175,20943.55
Store_46,SKU_15,322,107,10651.27
Store_46,SKU_16,832,288,9789.21
Store_46,SKU_17,321,65,4539.26
Store_46,SKU_18,297,155,21625.17
Store_46,SKU_19,503,200,26900.73
Store_46,SKU_20,50,7,166.65
Store_47,SKU_1,689,190,14187.72
Store_47,SKU_2,491,408,20787.88
Store_47,SKU_3,192,190,4373.05
Store_47,SKU_4,362,116,10159.07
Store_47,SKU_5,703,459,24889.27
Store_47,SKU_6,442,354,7514.66
Store_47,SKU_7,256,209,27932.02
Store_47,SKU_8,695,250,2508.95
Store_47,SKU_9,492,90,7564.89
Store_47,SKU_10,607,549,29140.25
Store_47,SKU_11,550,546,48279.84
Store_47,SKU_12,895,506,45683.81
Store_47,SKU_13,330,269,49612.89
Store_47,SKU_14,776,661,114409.13
Store_47,SKU_15,132,109,19952.05
Store_47,SKU_16,475,274,44643.45
Store_47,SKU_17,222,70,8963.88
Store_47,SKU_18,122,118,13122.59
Store_47,SKU_19,836,397,20447.17
Store_47,SKU_20,486,316,7263.19
Store_48,SKU_1,514,285,5347.59
Store_48,SKU_2,722,375,23972.78
Store_48,SKU_3,703,202,4869.36
Store_48,SKU_4,383,221,27353.96
Store_48,SKU_5,117,91,15645.64
Store_48,SKU_6,922,636,78044.89
Store_48,SKU_7,986,631,28529.24
Store_48,SKU_8,744,15,832.6
Store_48,SKU_9,930,431,7149.15
Store_48,SKU_10,84,10,1991.33
Store_48,SKU_11,611,468,51046.95
Store_48,SKU_12,374,303,50892.17
Store_48,SKU_13,733,200,36565.82
Store_48,SKU_14,373,34,5697.19
Store_48,SKU_15,777,479,56827.0
Store_48,SKU_16,350,342,31389.17
Store_48,SKU_17,381,75,7368.17
Store_48,SKU_18,576,25,1032.92
Store_48,SKU_19,455,231,43922.47
Store_48,SKU_20,599,504,72324.21
Store_49,SKU_1,181,54,5796.85
Store_49,SKU_2,589,405,64590.44
Store_49,SKU_3,628,491,93585.04
Store_49,SKU_4,211,90,13615.46
Store_49,SKU_5,818,583,76069.7
Store_49,SKU_6,311,213,12425.23
Store_49,SKU_7,962,572,57070.58
Store_49,SKU_8,779,282,10322.49
Store_49,SKU_9,429,361,70247.43
Store_49,SKU_10,142,108,10971.48
Store_49,SKU_11,473,141,17772.8
Store_49,SKU_12,798,688,74406.37
Store_49,SKU_13,98,45,873.2
Store_49,SKU_14,185,42,7154.52
Store_49,SKU_15,914,601,58863.06
Store_49,SKU_16,806,703,75507.03
Store_49,SKU_17,412,309,57793.26
Store_49,SKU_18,826,343,9105.84
Store_49,SKU_19,602,528,16700.27
Store_49,SKU_20,868,570,60652.71
Store_50,SKU_1,90,38,3943.41
Store_50,SKU_2,828,493,97927.15
Store_50,SKU_3,382,126,7837.07
Store_50,SKU_4,50,39,3515.75
Store_50,SKU_5,381,71,12953.67
Store_50,SKU_6,158,11,1519.93
Store_50,SKU_7,978,300,43950.47
Store_50,SKU_8,299,7,1217.63
Store_50,SKU_9,223,86,12585.13
Store_50,SKU_10,480,214,3789.12
Store_50,SKU_11,901,849,49897.35
Store_50,SKU_12,373,160,15469.59
Store_50,SKU_13,643,484,15969.46
Store_50,SKU_14,461,423,64602.18
Store_50,SKU_15,786,331,8352.52
Store_50,SKU_16,704,40,7557.12
Store_50,SKU_17,846,104,13813.85
Store_50,SKU_18,868,842,104198.81
Store_50,SKU_19,959,209,7604.58
Store_50,SKU_20,762,376,14784.73
